biking,smoking,heart.disease
29.65850581,12.151899,12.81780712
40.0568539,16.50649441,9.392639341
5.510299936,17.88421927,16.01392085
32.05652946,12.47948092,11.53606521
46.8428697,27.32164857,10.25058467
42.42500696,10.95473935,8.828236139
31.21237409,7.797382842,9.775385894
13.17662789,9.987466907,14.54775452
33.77973904,0.965390337,6.944297479
70.69008341,22.71077071,2.708460558
60.28495096,15.10814023,4.947990786
16.00360515,19.8941489,15.36628772
39.67721903,10.27216724,9.543655676
12.88518529,25.21018246,16.27258633
35.02345049,22.66403729,12.5158362
10.34375322,27.64684926,17.44851596
20.64089251,15.38413837,14.55728788
63.23803721,20.50474122,5.560921644
23.98456492,7.612116918,11.55625734
44.01489735,6.579662095,8.503746301
67.12792378,5.820363499,2.55115063
36.53804978,2.052883129,8.495033885
7.8314809,26.82697087,17.56045135
40.39540086,7.027460195,6.739080697
16.24991446,28.36173691,17.35457709
47.58466113,29.46835241,11.59990322
15.48136244,18.81520122,14.94075602
70.08519567,10.38264555,2.239216933
1.330484949,28.79374403,20.45349623
61.5426923,12.83748542,4.973461333
23.09777128,0.907361074,10.69478886
65.06991694,1.487679705,2.185650784
71.01454157,15.28190552,4.076823472
64.06598248,28.47244638,7.286252377
61.1527601,2.190053562,3.522976323
22.67236751,28.73539954,16.77863456
49.72874,3.494542443,5.073074638
35.48079418,15.85015618,11.37299715
59.4618852,18.80753409,5.690648862
31.69759256,23.19066373,12.5378281
62.77210775,15.23981755,4.934578285
58.66854235,19.58574071,6.662075317
25.25414043,7.168951892,12.04651471
22.7227009,8.288250658,11.29631616
1.616922212,1.458436809,16.33511864
10.35364789,16.01317181,14.08865401
44.72158632,7.273078832,7.645024844
29.22409838,27.35702732,13.64437258
66.11159274,18.62939411,4.590048135
46.72848815,8.499546055,7.825535869
39.17242664,17.55637644,10.71508694
9.93761745,22.34260305,16.38467802
61.3938452,22.9195492,6.838184668
21.60822843,9.348835721,13.9959895
6.28361039,20.17532925,17.59816609
61.43613622,24.46591379,7.620662935
1.25784112,15.13095188,16.73686331
4.699862547,9.859936585,15.56947935
54.93822312,13.04621646,6.294498798
7.749030351,8.387019203,13.28152871
49.56342441,16.25902128,8.1434851
29.73140329,23.33390163,12.99647582
45.71626654,23.83026044,9.230074251
47.53732053,20.07429526,8.937893157
35.72601558,8.915768152,10.54602509
35.91225141,18.51483653,11.43800997
26.91998989,11.53098533,12.16116783
34.162508,24.4145881,13.20604304
51.90053819,27.32402901,9.59462272
73.14314626,11.27527572,1.685722748
52.55088586,13.87967973,7.492555769
10.66401365,16.48960773,15.44189233
34.63485106,4.922694529,8.896103892
37.69318924,26.26625789,11.17731783
72.4216794,4.24882653,0.712181916
30.16148477,6.61104556,9.835474427
67.12140542,8.478482352,3.118151731
10.26199991,26.85652362,17.10603952
17.52575048,4.763894147,11.9488893
66.84001381,0.525849993,0.987536446
70.29973941,6.423734252,1.104820358
34.22959012,17.76484137,11.27141781
42.59486633,26.28574378,11.60093943
73.98723683,16.91573909,3.835345065
69.31082894,4.65573668,2.20165297
38.63665791,18.24800976,9.513383906
24.699356,4.603966032,12.10740996
55.3702533,17.20385098,7.231069254
32.17021364,5.017514886,9.904971294
67.7796327,15.19933712,4.680097452
16.05772413,19.11188998,14.65635211
39.33321683,15.10346921,9.324473948
37.66518982,24.97184145,11.10563057
28.48024574,17.3199216,11.72957034
73.93290953,26.52643414,5.334037387
61.31397142,16.80761358,4.841927955
67.82219515,26.88265612,6.261703807
1.466300638,28.20691042,20.18529061
61.92551075,26.3258096,6.857174314
25.66500421,23.26153819,13.64326712
36.23760756,20.93409277,12.75120951
45.45760677,25.75960814,10.86552244
49.02295874,3.228095419,5.842968039
63.79942818,29.12472419,7.618803467
4.470325635,4.355367467,13.77983595
47.69586635,28.38785113,10.17494002
4.341424458,8.032981073,15.17271638
66.97162031,24.21983874,5.795598225
34.03264582,13.0622367,10.38194382
13.62534649,1.416714102,11.82088543
54.82143276,10.62392315,6.223784431
18.20556686,15.94760168,13.90297942
51.6927011,19.19961735,6.952054963
7.480636769,19.43923347,16.64188074
47.35522746,15.34578202,9.095748552
38.20429037,23.53979173,11.77859616
33.74264304,14.08191656,10.23358752
40.55501508,2.782864594,6.573050755
70.20859615,13.75168932,5.319094081
26.15500937,7.442231856,12.35139034
17.75172265,3.482402624,11.42968598
71.84704392,13.04076907,2.062861914
60.02197939,4.286810394,4.113878625
60.27038991,8.786154344,4.591172841
33.92220534,24.39284918,11.38520909
43.30051901,8.285074799,6.55857962
22.89158914,2.401162815,10.97176085
57.09567058,3.291163787,4.626965863
40.12404858,13.96957024,9.904920861
37.33253809,12.75164642,10.70423419
32.63437345,13.71792085,10.37756908
43.9093415,26.06208196,11.43351131
15.48999927,19.5430617,15.23996546
52.03408119,16.20703893,8.268983146
3.960526122,27.47154483,19.43196008
61.30389134,15.4111217,5.478908725
56.36751173,17.52035717,6.808399684
34.53005114,16.78166317,10.7291815
70.95055776,3.521173,0.704996051
44.57277054,17.15504942,8.310897656
9.816417449,18.00270136,16.79138276
14.24269482,26.72427306,17.37053383
15.1373846,3.281282366,12.73449685
39.90548903,19.72059434,8.885863281
13.73069011,14.21773495,14.29836253
51.56368278,23.34504552,8.549094954
74.01107992,18.85434692,3.296217768
13.93986451,27.2540442,15.98937136
36.3748616,25.39549551,11.62982898
14.73298878,19.47091916,14.40807501
6.178653798,15.54687014,15.97785224
8.128955516,5.889358329,14.44377369
9.727759175,15.29725381,15.58854296
20.22677354,28.17696178,16.51787152
46.02084632,18.05213288,9.231970666
33.2846189,17.30504,11.26948428
19.9090008,19.06057073,14.46601284
8.633642753,4.382928912,14.48581209
50.89803081,29.82525926,10.8115183
1.576451984,9.061273116,14.43439401
10.38919266,23.69150835,16.96162801
28.89631255,24.23758307,13.72411827
68.02942518,13.27355939,4.066094813
5.471788337,16.08088938,17.618062
48.77785123,27.74549189,8.997636593
61.35669116,17.96499713,4.946090165
64.17393085,19.03735201,6.060988596
2.977160304,3.839764739,15.16277524
69.99234155,20.2625714,3.689364461
65.96376582,3.506921294,2.718664145
19.37455304,6.115318002,11.54371921
57.9950695,16.39603026,5.717733442
9.661735286,4.350196431,13.62735182
24.95399347,23.24413395,13.67058211
62.06105246,21.20320559,6.715077931
49.88879615,3.861031598,5.32612719
69.77619108,20.28664126,4.524275982
29.57874217,18.78360058,11.83113832
59.86901828,22.88548661,7.322332186
19.07148798,27.08817997,16.60982571
20.80389396,5.264587626,11.05830551
2.633934612,18.34040296,16.37566221
39.94408476,14.52775955,10.04906694
48.54768015,5.068869117,6.507947455
26.33203009,26.68693496,15.11656364
15.34719365,22.42625629,17.26923335
74.58377912,16.19374076,2.911659886
61.53499338,17.0459635,5.905445789
19.65133486,1.396261785,11.76978595
23.31554645,20.66252438,13.75157748
14.70021219,28.30582385,17.01715825
13.37770087,29.68480215,17.2139369
32.48462601,25.25046379,13.19170331
39.2468995,15.3416817,10.38856551
8.522309844,29.94674311,17.8578487
37.17718651,22.35597186,10.50368896
70.70068272,19.05717624,2.828484065
68.21273293,15.31783442,4.480993023
31.71446331,28.74582141,13.01604512
65.2017132,24.20658453,7.184946369
64.37691756,29.2571132,7.330375695
67.2567548,15.01871177,4.63151664
21.53767609,4.760070313,10.36614232
63.59672681,12.51539042,3.453026717
39.99301029,14.50873525,9.509418431
70.57896804,11.21985958,2.654706134
54.10132442,25.98212297,8.85410742
22.35828829,21.65065753,15.03082073
60.58461463,6.472062825,3.349137889
61.29624068,4.247900704,3.397843318
41.44328424,5.156966528,7.149178702
58.43043271,0.734228026,3.233833217
71.67031703,0.941558284,0.554697107
61.00814942,7.646037891,3.59867874
69.67178178,24.96876379,5.850516957
19.31320593,29.65714422,16.26510297
38.16686548,4.247665574,7.257946191
24.76031908,6.512928486,11.57767161
12.94955858,27.03405591,18.63969217
17.96636327,26.83112306,16.16479395
4.158496185,19.65971608,17.05893586
50.83796627,20.0001457,7.930601225
8.7965723,16.50328201,16.52729331
27.42399615,18.23772582,11.59440991
5.78273314,6.805712851,15.83693361
4.44566782,27.32953676,18.67345733
30.12072646,29.34189454,14.989813
29.04791951,29.20279027,13.77023156
26.72329248,11.59284447,11.42411485
38.11656014,17.0259702,8.345573538
45.85985488,2.620965816,5.80954305
62.02104941,23.88304993,6.959501989
6.057336085,14.2552872,17.13374459
4.731341008,24.13597243,19.58172599
25.76723351,19.82709859,13.17500068
25.90699735,16.16002875,13.64807731
71.93057699,19.41636914,4.113218816
57.97840631,20.55980912,7.500611846
21.82255515,15.50065892,13.37980742
15.37193772,23.40661604,14.07164504
67.47175871,14.63547239,4.695520528
64.48541886,5.878873153,2.97876856
35.73666663,9.396022405,9.571891247
6.324213819,5.207506621,14.80814956
64.03375111,29.55932506,8.570583303
66.0155022,13.56836909,4.184770145
3.22029087,9.176467145,16.49963894
36.32819388,8.248341923,9.780165121
29.86657646,2.394273335,9.44689882
57.47592493,15.7790716,6.036012939
18.12678379,10.75878433,13.33442806
31.84730852,22.1871573,13.28367033
63.7531046,9.906248517,3.402080375
30.51944365,18.14210476,11.6585708
74.2058161,9.299096289,1.573428998
33.02024659,0.681750417,8.55785408
22.53076101,16.33101074,13.71963899
2.010307605,1.751719052,14.00749014
11.09902165,17.52771219,14.89796087
25.30164945,18.11378118,13.19317529
33.15713734,17.55650395,12.06281468
28.56994124,15.99522599,12.074926
60.03174724,11.36883866,5.072281245
18.95114628,13.95462466,13.47050633
24.72798178,25.60128419,13.72373963
74.90711081,5.695942953,1.094488714
10.53012466,14.96038822,15.58199858
74.21049447,22.58502,4.296377008
36.29053586,25.26791841,12.56652251
55.1987769,15.33444872,7.015990178
57.0446094,9.684219146,5.728134936
68.65890612,22.43068359,5.356975193
40.31745819,1.602525385,6.785234306
31.41733201,8.18451295,9.79323988
71.44041514,12.84494555,3.263402155
34.83657946,29.82448068,13.37033916
39.34984862,13.60117085,8.867925085
73.84816724,0.642044001,0.551898154
40.76484765,11.59748027,8.462952312
60.63041555,23.78498101,5.976427604
74.5087789,22.52064034,4.303189014
56.21080604,19.24885055,6.512675556
11.65802854,26.73417618,17.47394032
6.295050809,19.43519154,17.76211484
60.58735507,8.173586815,4.938058929
56.15154308,28.35244426,10.16120206
74.22199095,26.07824112,4.63139832
25.44304721,13.20039889,12.35803516
36.36831795,23.69790594,11.28294616
25.8876933,8.159023478,10.88741342
59.35025258,20.36781542,7.665345915
11.88344692,1.142796707,12.78845054
4.817058316,27.577835,18.50366373
7.582143402,29.64421468,18.08126842
54.18100216,5.959648312,5.351619232
33.26201487,6.812129683,10.37232868
36.08621974,13.78655455,9.731544804
55.6639432,14.96321917,6.916258639
22.71966061,1.024756328,10.8938936
41.17899091,7.575267944,7.831384749
22.02189296,19.49925769,13.77063936
69.92796251,25.98438987,6.756015455
41.64207216,0.533059291,5.925680289
70.1944108,16.29280288,4.70700936
50.83190803,6.026066127,5.585493228
68.88406513,10.54299593,3.10933775
21.59923046,7.604329683,12.37369096
47.66043959,27.56246378,11.29439158
45.09720266,21.38562013,9.616762485
8.279743388,6.423719525,13.49516765
42.34586343,20.74132754,10.11586515
30.77425409,23.61017497,11.84355576
