"sex","foot_size","salary"
"Male",25.1896264405187,77278.9648082747
"Male",28.3581927517772,51641.586392784
"Male",27.2220876762141,64131.951632508
"Female",20.4942677476414,58717.206376913
"Male",25.2926629678491,86393.2280180724
"Female",23.8999851861419,56477.2027618389
"Female",26.2607338969504,60774.8343232785
"Female",21.975161962803,64658.0681476022
"Female",25.1914178692814,52088.8282742398
"Male",28.3716751044857,63137.121147459
"Female",24.6728303467435,54773.1838965972
"Male",27.2259908291966,75524.3180085174
"Male",26.0140862275333,57331.7476033827
"Female",21.5252749183895,46442.0890756625
"Female",25.5624380761517,37199.6941912807
"Male",28.4016551649731,78811.5991603705
"Male",25.8442178765866,72039.8426904833
"Male",27.8305393806169,48509.7692332151
"Male",27.4466346583553,53655.4793687912
"Male",27.724178078756,63072.8101061976
"Female",24.0063236719449,73778.7858741471
"Female",25.6101681061219,40346.6434512697
"Female",21.5756668099965,36162.4722344475
"Female",21.9119907560257,69350.8692942606
"Female",22.6291745516459,64191.9865943862
"Female",25.6893867523779,67439.6630499895
"Female",25.2802857868892,40334.5961205126
"Male",28.7776311342156,84865.6661922113
"Male",23.9044807091069,69561.0851962131
"Male",27.5219071570195,56945.8767800379
"Male",28.1554289384652,85766.4685494131
"Female",28.5428013539063,59482.556021624
"Male",28.0365055334299,54652.813067728
"Male",26.4056340603402,67810.6138988372
"Male",29.3307734215956,87569.7185608461
"Male",29.1774810315073,70550.2448449951
"Male",28.7542306975127,47079.4822089043
"Female",20.9509390486598,59488.5865056348
"Female",21.6325901572557,27004.2305952854
"Male",27.4396395995917,87683.2490794774
"Male",25.3073406405872,72827.2836333868
"Female",24.2755223942824,40737.000073184
"Female",24.4451432511552,100395.567903364
"Female",25.6063880517392,44137.5244510308
"Female",21.3937850994707,32891.3218901414
"Male",24.8429120041751,69163.7349429588
"Female",26.1432860301845,69120.8312194109
"Female",23.0946079218977,91634.0726798301
"Male",28.6021780702198,78264.0840799522
"Female",23.5719374405169,50960.5029817766
"Male",25.9755633200957,106523.469389883
"Male",29.2587343717732,62529.99820177
"Male",26.1295565050311,72551.995550581
"Male",27.4282502299509,56357.0585302582
"Male",26.190903722182,62036.3768158288
"Female",21.1591541221029,40323.5762622395
"Female",23.7828523014276,49254.8417278976
"Female",22.777578640311,83387.8226132451
"Male",28.0831960677667,50885.1175737289
"Male",25.4540562500697,77841.0483664026
"Male",27.1572074545571,65640.5972386776
"Male",27.4603329624062,40486.9446712678
"Female",24.8378820078146,49878.1157754124
"Female",24.3549486699456,45670.1101933562
"Male",26.7585481534464,76024.119463726
"Female",28.226577480232,60134.4420941326
"Female",23.6345263759618,64604.0635770758
"Female",25.0150887207926,58099.7409855765
"Female",24.5120132584487,75095.4944964363
"Female",23.2790215874907,51656.64982807
"Male",28.9047033658622,72439.9585352254
"Male",26.9931998152339,66487.8483145729
"Female",22.9508547944511,10199.8115285681
"Female",24.3267987834073,38110.2571179484
"Male",26.1467615338006,100400.296992151
"Female",23.5886394924691,87655.4753653656
"Male",29.5097479869578,60864.3229225184
"Male",28.2602424948184,94970.6361798684
"Female",24.3466764489112,66978.8103276818
"Male",23.1057771647871,36187.5621150335
"Male",30.1282758581712,83369.6159352173
"Male",25.5672289785982,81043.5394735765
"Female",22.6345411459364,29058.4907044704
"Female",24.9892512799196,43307.514048502
"Female",24.3004365822778,34976.7389415644
"Male",28.3709899062161,62825.221616553
"Male",26.9278946572055,69312.7743437429
"Female",21.8958995558047,35248.7900820604
"Male",26.6974336150806,51953.3270346868
"Female",22.9807622012759,48361.2830031737
"Female",24.6749531956399,65086.9282017766
"Male",28.4326137773117,72188.9029003006
"Male",26.2976036108847,101956.954099508
"Male",26.9439613959427,63198.6189592467
"Male",24.64826097948,59190.1147250888
"Female",25.7030135993014,54575.6854734346
"Female",23.8401213510685,46538.5873936232
"Male",27.8086345930877,68355.2381785852
"Female",24.1102334434746,76268.5330669532
"Male",27.3660040124871,52183.4885510343
"Female",23.2356605855444,48894.4480640937
"Male",29.0342105986191,49075.7653030898
"Female",26.0548699015941,57016.411417192
"Male",26.5089689707439,66365.817015092
"Male",28.3311759855808,78150.2107236749
"Female",22.404514267207,59521.6226318475
"Female",23.9547891292795,72749.5491191573
"Female",22.0469482382436,64141.5500238116
"Male",27.2587928065913,68127.0046963787
"Male",26.5173064863933,74807.1523169418
"Male",25.559523375812,66692.819150392
"Male",26.1748442001445,55757.2068978152
"Female",25.4154740318905,51829.2639873871
"Female",22.7855556572382,39639.5285417244
"Female",22.9191241261603,76485.1151683942
"Male",29.5978063446566,77636.2764166483
"Male",25.1674481908416,42230.904599072
"Female",24.6914820299225,48985.720796786
"Male",26.9670591205235,54337.634090847
"Female",25.6357638266579,41230.3233952675
"Female",24.4562015326737,27460.9968549337
"Female",25.78317580118,60810.2462361487
"Female",24.3741379521791,33722.4960691047
"Female",25.8331964451761,41553.2267238173
"Male",25.8961392650486,65920.6955695093
"Female",24.993758932063,62593.9316735231
"Male",25.6749526033641,79406.804010834
"Male",25.2306872277833,75925.187838222
"Female",23.2149918985916,68311.7801358359
"Female",22.6411601685747,58085.1957216529
"Male",28.9511629806577,73211.557243429
"Female",24.4416346053413,54824.1315751619
"Male",24.5926319888307,64953.4241975348
"Male",27.5773356904389,68010.0664461331
"Female",23.7537969187569,36509.9128843573
"Female",24.9968753602942,43090.8274961839
"Male",26.5508579496892,35883.1241669425
"Female",23.3889161330464,57391.5344693237
"Male",28.9271700433162,71335.8243864755
"Female",24.323479628667,59894.8047421633
"Male",28.7216111447596,69259.3544108948
"Female",26.8663504694435,71287.6635670547
"Male",23.8211322917488,67143.3241239122
"Male",28.8785068853169,96027.5570856588
"Male",27.8594947843186,84822.7287963309
"Female",24.0074888731528,61213.0516802063
"Female",23.7063117522196,46637.3057697246
"Male",27.5257217219461,64515.4154573241
"Male",26.8957344806749,49962.3156769188
"Female",26.2757126766968,60870.0216850848
"Male",24.49694018246,68724.5978381726
"Female",24.2532421297786,39347.2092874746
"Female",21.5714396137061,34374.6802978169
"Male",26.2733964757121,59776.561606298
"Female",25.0546706785509,49258.6544943405
"Male",25.8730895521597,47159.2800331817
"Male",27.716119871989,54310.4369870869
"Female",24.4990885024494,41701.3811040756
"Female",24.459477607857,61185.9161958565
"Male",24.6657648981204,77019.6528580785
"Female",22.9776919849705,25134.8191293305
"Male",26.1880669726906,33393.1084857485
"Female",23.6159032832373,23309.9903305647
"Male",25.7756168696093,81900.4231460902
"Female",24.0027814985648,58568.0350860511
"Male",29.7978216317929,61097.167714933
"Female",26.9933315052836,50163.7557531903
"Female",22.4760635003776,56910.4160995471
"Male",28.739914866328,78081.949727693
"Male",27.9105468497321,55347.6091154535
"Female",23.9510381040823,31350.8412461512
"Female",24.460442729232,47237.5579362757
"Female",23.3410967676452,45270.6741759481
"Male",26.885744673434,56238.0231681672
"Female",25.9680422377278,56097.7709275465
"Male",27.3041927231253,43368.3250914035
"Female",25.8344816136007,49242.3587799873
"Female",24.3945293331323,63690.681034625
"Male",26.2374852717389,64082.412120246
"Female",26.6056819625076,77344.1084719954
"Female",22.0518531604725,61865.026031085
"Female",24.6423846135392,70531.4125981497
"Male",29.534815864796,92122.5380571965
"Female",25.7876168663414,63157.727686851
"Female",24.0951427193682,77270.6604706531
"Female",23.9954756496647,48168.5823768516
"Female",24.7699372987718,69588.210196744
"Female",23.4443992180464,46598.7216723705
"Female",23.6082379480232,51724.3942897463
"Female",23.2586365035893,54512.291101949
"Female",25.3088306092368,63895.5406937692
"Female",22.3459979896834,34640.5250624278
"Female",24.2534835480712,64353.0222189047
"Male",28.951701256063,64213.2635845663
"Male",28.0984173324307,87107.6636898987
"Female",24.4659688003408,59339.2966590227
"Male",27.5314302994027,91676.970029322
"Female",24.4656708180983,82594.2607219634
"Female",22.3385784049102,55133.1383435935
"Female",26.906711327277,51720.6387575396
"Female",23.0707757866139,83762.6723244343
"Female",22.4130844815374,57178.1415794801
"Male",29.2331796081925,69529.2995417518
"Female",26.3687011885144,83326.4329602867
"Male",24.691621561913,56675.8179468428
"Female",22.8735657205264,65866.922740174
"Male",26.396845903558,78927.7761436264
"Male",28.3668328239666,76994.0455141082
"Male",23.6467763262925,62621.5396653979
"Male",29.0811903636621,77792.3296844406
"Female",25.9047112478542,72974.112979469
"Male",25.3815687838048,66069.3406771315
"Male",26.4694006101501,45101.8805780274
"Male",27.3519727505024,85092.0383954605
"Female",21.2251899602703,65883.9098213236
"Female",26.1390299134461,45753.3596233097
"Male",27.4612539040197,82924.1376737475
"Male",25.036224865182,96577.540636084
"Male",25.1121001918644,77400.0295698674
"Female",23.9923194907883,68209.2930905051
"Female",22.666681200621,53981.5403221885
"Female",25.3404065922031,32084.9920750128
"Male",24.2867340202,81181.2116230803
"Male",28.1409588657649,61860.6901579113
"Female",25.4908882481076,51707.6147552355
"Male",27.0714057393868,64199.0191121648
"Female",24.6709450090647,59064.995317182
"Female",23.7236903459825,43873.2020575202
"Female",23.628131898575,48147.8486796638
"Female",23.9870208276962,34777.701577361
"Male",25.2365064643263,74195.9162149599
"Female",23.2009954581082,18635.3351892008
"Female",20.0945087879252,78871.0777588178
"Male",26.3732389631015,69813.5087637085
"Female",22.9692848132755,52425.2393424729
"Male",28.9964063791867,86633.5540279634
"Male",26.7457218073272,86280.6358233094
"Male",28.1017635245065,82707.3834739567
"Male",27.5645118879564,58817.6064889221
"Female",21.7868900268099,68678.8212820697
"Female",21.3327371824528,46587.1236706193
"Female",25.9073426508441,59297.5038725241
"Female",25.0578936304267,28930.8188807823
"Female",24.8488475180822,82728.4849336721
"Female",22.6482039399645,66514.5698974882
"Male",24.1938701538987,64031.2554738441
"Female",23.5113916141297,28825.3276351887
"Male",28.4374038162769,71967.1713574865
"Female",25.9169668238085,54595.6381355665
"Male",27.3827643702477,75361.6606647282
"Female",22.7245498564591,61007.2666643496
"Male",27.453998998775,84282.4726885085
"Female",23.1366937862293,43711.5806316261
"Male",28.7552406860207,75347.7456106845
"Female",25.7751969981473,76731.0608308227
"Female",26.2706688023736,72337.3446948012
"Female",23.9808402306846,39592.3380913169
"Female",23.0052458828935,59369.7055304903
"Male",27.3395254248664,79707.3830276027
"Male",26.6978569855153,59686.611629606
"Male",26.7201629925419,54487.7040464274
"Female",23.2681412352052,43746.0334605549
"Male",26.6377613371483,48052.1786496903
"Female",26.4845828124356,70257.3007816119
"Male",25.6418233715568,79962.2867940854
"Female",23.3070599336299,81061.2283177021
"Female",22.5724835573833,85886.8397849819
"Male",28.2741904700279,76709.6442015108
"Female",23.9244404420785,48796.0846298661
"Male",27.9169917743992,67733.2193057615
"Male",25.3890814064862,57046.170585212
"Female",25.7934240067155,41632.8351621288
"Female",24.6483813682479,50587.9978088749
"Female",22.1593506889956,43877.3713578726
"Female",25.3850750734472,42964.0129471987
"Male",28.495600073541,71096.8750713393
"Male",27.2146543910938,56508.2980555587
"Female",26.5984554835284,81165.2875655355
"Male",26.9483312113308,85039.224266882
"Female",24.9674381849265,80312.2883073458
"Female",22.5563008219457,50767.0434503975
"Male",27.5977805673071,106656.551164589
"Male",27.0389299529991,58074.498533771
"Male",29.1846736791214,50822.9742962428
"Female",24.0683852766469,59615.3264790465
"Female",24.5042560224099,70975.3090229381
"Male",26.6488281512244,70973.8076951714
"Male",22.4446617212809,99825.8890016982
"Female",24.4530939705713,67589.5532503039
"Female",22.9695272898738,45546.8716788476
"Female",24.4551232982483,59929.4556720741
"Male",26.2707796668404,71747.9614872627
"Female",22.8806974687358,63598.5179692408
"Female",24.579053564135,73742.6790214765
"Male",25.8906255668336,108775.155838833
"Female",23.939491796168,72946.3713096314
"Male",26.5889487490739,73690.1247300344
"Male",27.0752192711862,80317.1606707375
"Male",28.2834416470428,60288.1282172439
"Male",28.3607710501764,86187.7521367554
"Female",24.0180422295186,54190.0679797763
"Male",24.2357361353083,56977.0761743989
"Female",23.2675544812239,75827.2061075998
"Male",28.588154978468,86994.3889153817
"Male",27.2443627239403,72652.7159701328
"Male",26.477304746815,62548.7223156418
"Female",21.7928941909811,33979.5644720901
"Female",23.6175448089964,60438.758864962
"Male",26.0942643519023,76128.0383432367
"Female",25.0909035426752,53322.4888893838
"Female",25.8696433012311,56831.9513721695
"Female",23.7644954015393,70651.1769863406
"Female",24.450266738224,39068.161052449
"Female",26.2715646055649,63067.6183860692
"Male",26.2705849873432,81824.2874952102
"Male",26.736712551448,57162.6281408763
"Male",26.6958418667836,73278.823485988
"Female",22.5197536173803,36116.9357475455
"Male",27.0751245525119,90842.9788786772
"Male",26.7818730210383,62098.6100994839
"Female",25.2512929657489,40770.9570872834
"Male",28.6363584936926,59008.5570226859
"Female",25.1475753156748,55060.9269998641
"Female",25.3513596334042,58095.1233005034
"Male",25.0885131089794,59894.1033329537
"Male",27.2611565037433,85167.0962794156
"Male",24.4085512852281,97598.1951400262
"Male",28.3844597793862,48217.5084369536
"Male",26.757545772837,74719.4191324216
"Female",25.1285073987968,73639.5595336537
"Male",24.9522828993373,41834.5867925647
"Male",29.7518093191988,66672.3311115697
"Male",29.0284716558271,81539.7879542752
"Male",28.0448309195854,54746.2773674181
"Male",27.412249857959,37022.2155175362
"Female",23.5123196386673,78841.9335989149
"Female",23.4708441041093,26336.9752352804
"Female",25.4608533807509,44736.955474258
"Female",23.3737116624398,60072.8585473699
"Female",25.3817187339112,51142.179092109
"Male",28.3469836387519,60559.1651968356
"Male",29.3889952986218,47345.8619909301
"Female",22.0822564444263,40029.876297008
"Male",27.8060413259925,75971.5480377382
"Male",28.4363812883754,71600.7885246933
"Female",26.6702340170655,37043.8563665985
"Female",23.5013750635646,67850.2099226369
"Male",25.5157227450904,63384.7770326842
"Male",24.8658160931947,47231.814634308
"Male",26.0416681339442,66745.8130381975
"Male",25.8870818702466,91119.3441444345
"Female",26.8486181625195,31611.3634086978
"Male",29.4749380862369,93562.7236923349
"Female",22.5560560786381,60484.5798363954
"Female",23.3142556490291,79958.4843067197
"Female",23.9406567219375,55992.6302892377
"Female",24.5904395146374,39505.621732811
"Female",24.8121495775833,48376.8405887065
"Male",27.7861449166624,49371.7312904752
"Male",26.4721250488352,79917.541802313
"Female",24.4546482007501,48093.8349124514
"Female",24.0297861024143,55048.2056542633
"Female",28.0529843352831,55382.7028993732
"Male",28.3196303452233,51136.4032010304
"Female",24.3982487716067,43945.0337755351
"Female",23.1578081755981,45170.5439906293
"Female",23.712901980779,23651.8439500769
"Female",23.8117006171327,50618.9598090388
"Female",25.7554984586408,42359.2446919686
"Female",21.6640421975113,73452.0053388979
"Female",22.924592050789,55695.2370389524
"Female",24.7863938219885,50018.1775680205
"Male",29.615942747573,85811.8867544728
"Male",28.7887131112015,32331.9935021548
"Female",22.8750191955622,44214.3656991487
"Female",26.4818118663042,57439.299574108
"Male",27.3820713162976,70615.8130964224
"Male",25.0508432933263,48997.3622635981
"Female",23.5085625802954,73624.7826973875
"Male",29.4212900466954,88042.2266876427
"Male",27.3848534004456,92850.7584503376
"Male",29.3239541648287,70876.2207708151
"Male",29.2257787427655,47836.0457827268
"Female",24.947692714413,65837.4277580538
"Male",26.5864484711042,92180.0247261765
"Female",24.5162658825321,30492.0214843333
"Female",25.3804355393047,46104.8770040946
"Female",23.156688147354,69385.8963616974
"Male",25.7520688726574,53436.7224767909
"Male",26.9842684428261,73542.6198710769
"Female",24.0028566055369,53556.7474783385
"Female",21.6300471705556,72807.9174372424
"Female",23.0029467636314,92367.6918768469
"Female",21.8328054407219,45162.6706716626
"Male",30.5511050907416,72227.3820276533
"Male",25.3078408620637,78968.4896054351
"Male",27.2046257323269,47347.3327787586
"Male",27.7805299038039,63920.1003317728
"Male",25.6896001267764,65454.4340564108
"Male",27.9173223307613,99419.9712824948
"Female",23.319086583542,37565.7426637442
"Female",21.7090451197478,41299.2678061221
"Female",24.4570265728973,36730.2302996091
"Male",28.1692074486168,72890.2829691187
"Female",20.5785938234124,59230.7544177879
"Female",27.8462399233978,40749.0444930763
"Female",25.4451125440224,61609.0591709543
"Female",25.3056035245779,55514.0166966344
"Male",26.166300036441,54510.4238026656
"Female",26.4098028338772,45101.3591872248
"Female",25.3778735709091,95384.2090588906
"Female",22.7662770151684,37563.2706798602
"Female",27.0649351341043,40465.5780471302
"Female",22.5369928196505,77612.4720099743
"Male",24.0662081598572,63661.0955030999
"Female",24.6816309447512,39544.9930567103
"Female",25.3363333676472,41777.1680484696
"Male",27.3795302746108,64279.5120585656
"Male",25.1858140621974,67479.1702362655
"Female",23.384619604904,29056.5230394536
"Female",24.0469429777464,52276.3545394687
"Female",24.1820167527786,59220.8864949742
"Male",29.3753972760992,70071.6970670033
"Female",25.1511060635451,59212.9553889558
"Female",23.9187391155749,65908.5084865987
"Male",28.8761158423032,77761.4759367975
"Female",24.7753187014819,53098.2054630091
"Male",27.3209697292022,78804.4139191994
"Female",22.9624227800539,88898.5132953262
"Male",26.9070743742009,62242.8952115036
"Male",25.868215741706,79480.9959708329
"Female",21.7392535345365,37019.0813356127
"Male",25.7657485193131,47481.1234968987
"Female",21.462953130065,64471.5601843775
"Male",28.8970700094093,100342.268591742
"Female",25.2167933162445,68457.8738549517
"Female",23.1264628485118,43532.5025807754
"Male",26.1195650758394,75046.5878920606
"Male",24.2291128435627,53475.9597427274
"Male",28.6347912300969,57732.511171174
"Male",26.62877993028,62519.8646108286
"Female",27.5761365490656,66819.662866937
"Male",28.4291048287681,81072.6553530881
"Female",24.1596469965861,56012.1035515447
"Female",26.1076265933313,37044.6472034158
"Male",22.8791484071636,91614.6913505717
"Male",26.0564283282117,36675.2330825329
"Male",25.7939138751989,47593.0289589476
"Male",25.9517245244231,64708.114194587
"Male",27.6106928001968,70542.9170512979
"Female",20.9824962802193,64490.6513648926
"Female",22.5667702474734,57191.8536515019
"Male",24.5301085589482,69006.3922718383
"Female",24.3922164809305,35822.0685094976
"Female",25.5278887021555,58764.329097426
"Female",24.9032819461492,69338.0571859489
"Female",25.7144037660401,70711.5717428488
"Male",29.0559507165627,89091.8985933456
"Male",30.2151788879976,69520.2085598304
"Female",24.3925870665789,31863.6970237649
"Male",24.1902605176868,81318.6101381041
"Female",24.2698880707248,23914.7848276695
"Female",22.7518764946887,68678.628072228
"Male",29.5317609693993,62963.9980076301
"Male",25.8770771656285,62302.9593815331
"Female",24.5046030487055,34318.1979831185
"Male",31.1411454953984,97984.8436120144
"Male",26.7803168214587,75331.3154247727
"Female",23.416623258106,84305.7940065769
"Male",25.7181623628258,71846.5882426733
"Male",28.6720865639319,70543.6822281938
"Male",25.4670802360067,72259.0003057906
"Male",27.7848832973035,69020.5266027761
"Female",21.4644149819706,23822.0981556263
"Male",25.6909953243413,94995.1061611202
"Male",27.1107379210751,91568.8679733737
"Male",27.1949360587438,74764.63770792
"Female",25.1051638962695,56091.802915966
"Male",28.1230800663979,70533.2258803644
"Male",28.7030770809395,49561.8050780273
"Female",23.7987367744086,76825.5363361243
"Male",27.2363495835281,48444.6780744791
"Male",27.0166367382887,66622.4987685854
"Male",28.0520291077098,71098.37802964
"Female",22.3795713403825,50680.6069976691
"Male",24.272896166755,96066.1476050714
"Female",26.0190817155858,62420.2362235938
"Male",27.5855915613564,57881.0586653708
"Male",29.1730065280303,52311.9231159016
"Female",25.9889099216499,33790.4468384193
"Male",25.8843191220848,76362.3365503642
"Male",29.2102175857367,79498.371546761
"Female",25.3209923481451,56620.5792209316
"Female",23.5500124997186,73847.7884597347
"Male",26.4299056943237,77082.0375679551
"Female",23.1820665331413,77358.1890705478
"Female",22.5709107115251,57792.4222088339
"Female",23.9646524360702,67335.6744125314
"Female",24.9150926629061,40743.8267089553
"Male",29.9505731339684,81692.451132875
"Male",27.631214442198,82315.5531515443
"Male",28.4473822992889,87178.9567547197
"Female",23.823772672894,67941.1316620661
"Male",26.1302574879091,52740.9180107668
"Female",23.9519714253903,46985.4468100902
"Female",23.9488700646133,54194.0514602219
"Female",23.8807794123538,71908.4321860294
"Female",21.3212874553586,49667.5686382549
"Female",20.4213039232825,52664.3882994125
"Male",27.654871813684,69575.0526238446
"Male",27.4441963943688,66248.0057604118
"Male",26.0425815071717,70384.6055024144
"Female",22.9373964401021,35376.7179527217
"Male",25.5952781696226,41939.5032059254
"Male",24.9749396182691,76329.6569950719
"Female",24.3552912371828,53625.1967209141
"Female",24.4374172468986,50937.527144229
"Male",26.3873044286464,89890.0491759298
"Female",25.2302685639049,61701.9972601707
"Male",25.3720440757641,63316.8668286959
"Male",26.7997049334847,93944.6098972865
"Female",21.6325381723987,58983.9900990863
"Male",29.9160964433711,65861.6850790377
"Female",23.5694445613092,74340.6275810341
"Male",28.5594050426187,92424.5204226442
"Female",24.1508022429944,77481.7850329498
"Male",24.5722319521698,51502.0551705897
"Male",26.7218451794967,57654.7184786904
"Male",24.4630042096158,78831.9128594078
"Female",25.9234542422812,48980.3550202791
"Female",23.5310040895864,64586.2096395404
"Male",27.5140429669671,58654.3454251535
"Male",27.3462322480524,89853.6207734927
"Female",24.9855337579025,26153.003918337
"Male",27.7678407958972,95583.292973651
"Female",20.7939543645401,73722.0166101747
"Female",24.9941053311505,58176.8083856936
"Female",25.8087059647022,25198.6822576685
"Female",25.7724698026432,60861.5003033521
"Male",26.0868214475614,21497.5810013441
"Female",25.3769328513462,63843.6868783252
"Female",24.9833344094517,42287.7216272758
"Female",23.1958788648733,54156.1235529274
"Male",26.8988069644619,47574.8259581195
"Female",24.4206336600282,61232.7230017292
"Male",29.7389729990021,46678.4020738041
"Female",22.8900268526865,50162.9246484787
"Male",27.7145134468282,57655.0021518617
"Female",23.008957590182,54357.5891618622
"Female",24.8339953708941,72457.4687883586
"Female",23.4473489976622,46679.5013673085
"Male",27.5339830981903,60674.3510160402
"Male",27.1932012304859,44635.0344236578
"Female",24.4732677674856,61795.1128705722
"Female",23.7820621389891,52123.5013602114
"Female",21.834908147589,50483.904141289
"Male",26.6303974447656,79528.3031322423
"Female",23.6232723448465,38239.8996380791
"Male",25.0314432235153,70289.2316129313
"Male",25.1302239212299,107648.727339375
"Male",27.1028010178548,76836.4346507179
"Female",24.1082720303744,54389.8889945787
"Male",25.4522574841052,97432.7850835648
"Male",27.7309379347061,65047.6181756073
"Male",26.5928891936251,78573.7705509265
"Female",24.9462549289305,50328.9344555686
"Male",27.8925588294318,44526.6108808949
"Male",23.30599978144,93334.5845582641
"Male",25.3872545094813,56804.0050005987
"Male",27.0405351536566,77817.5577840294
"Male",27.0724091856816,88401.0173643649
"Male",29.864633488623,50983.7937776036
"Male",26.7522518271342,75180.9153250162
"Male",26.8713166198325,85223.0061142269
"Male",27.0861575473066,88292.6684734568
"Male",26.2807695295394,37611.5630568453
"Female",25.2745251877811,57895.5803104402
"Female",24.5275164460164,38166.5713741701
"Male",26.3515289963382,77690.4595603752
"Female",24.4264701644466,30902.7873212049
"Male",27.257048708337,55309.9195959628
"Male",26.5095214424119,68103.3887273822
"Male",23.6845041082228,75902.0168731603
"Male",27.7992717163728,49750.5919207432
"Female",25.4340556725,47403.9462906342
"Male",26.9379680862995,58085.7341523923
"Male",25.3922422010696,77048.5139717518
"Female",24.3131356966771,46421.7996490734
"Female",20.9656827318782,61606.817795531
"Female",23.3277128753675,42115.4153712943
"Female",25.3695549017361,68493.7814561359
"Male",25.8146817736742,88099.3366638749
"Male",26.5556932339166,75451.7416888688
"Male",28.3731824968489,38954.9778222366
"Female",23.6215281929739,89308.0223159162
"Female",21.1931052962883,45859.0580538534
"Female",24.6855091756499,90209.4898279646
"Male",27.8318936992068,64960.413168378
"Female",23.2848689123529,63216.7483475622
"Female",24.6866380884636,70152.317278936
"Male",24.284208156724,85864.718502043
"Female",22.4703929611553,64002.5303355978
"Male",23.9080793229334,72039.5031380369
"Female",23.6719159385395,44436.4410424426
"Male",27.8011188438627,81535.9737734332
"Male",28.8717051116867,59641.239950722
"Female",24.555217838889,60839.2086316858
"Male",25.4566677524051,56911.7764626712
